family_id,sample_id,blind_item_id,lemma,group,initial,frequency_stratum,frequency_count,contextual_diversity_count,target_code,target_subdomain,annotation_provenance
EF002-EC00F56275B1,UNI-EXP-002-S0341,SCT002-0300,friskiness,CONTROL,F,lower,1.0,1.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-778D1D6716D8,UNI-EXP-002-S0342,SCT002-0245,forestology,CONTROL,F,lower,2.0,1.0,U,UNCLEAR,AI_A_AI_B_AGREEMENT
EF002-699BFF65936F,UNI-EXP-002-S0343,SCT002-0009,rogering,CONTROL,R,lower,3.0,3.0,U,UNCLEAR,AI_A_AI_B_AGREEMENT
EF002-335643696749,UNI-EXP-002-S0344,SCT002-0133,lamby,CONTROL,L,lower,3.0,2.0,U,UNCLEAR,AI_A_AI_B_AGREEMENT
EF002-32999AB1E375,UNI-EXP-002-S0345,SCT002-0050,stripteaser,CONTROL,S,lower,1.0,1.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-15DC9568B333,UNI-EXP-002-S0346,SCT002-0063,noop,CONTROL,N,lower,1.0,1.0,U,UNCLEAR,AI_A_AI_B_AGREEMENT
EF002-F7CB32D7A923,UNI-EXP-002-S0347,SCT002-0217,salties,CONTROL,S,lower,1.0,1.0,U,UNCLEAR,AI_A_AI_B_AGREEMENT
EF002-83A7DF2EBBD8,UNI-EXP-002-S0348,SCT002-0067,birefringence,CONTROL,B,lower,1.0,1.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-EAF3FE67E1CC,UNI-EXP-002-S0349,SCT002-0246,fovea,CONTROL,F,lower,1.0,1.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-E81BF05ADDEB,UNI-EXP-002-S0350,SCT002-0317,reconstitution,CONTROL,R,lower,1.0,1.0,U,UNCLEAR,AI_A_AI_B_AGREEMENT
EF002-9B0C739EED70,UNI-EXP-002-S0351,SCT002-0043,misshapes,CONTROL,M,lower,1.0,1.0,U,UNCLEAR,AI_A_AI_B_AGREEMENT
EF002-2EC24653E6FA,UNI-EXP-002-S0352,SCT002-0076,gaufrette,CONTROL,G,lower,2.0,2.0,U,UNCLEAR,AI_A_AI_B_AGREEMENT
EF002-3AE74F0E517B,UNI-EXP-002-S0353,SCT002-0344,leatherjacket,CONTROL,L,lower,3.0,3.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-F0F7167AE90C,UNI-EXP-002-S0354,SCT002-0195,sympathetically,CONTROL,S,lower,3.0,3.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-9140790D8FE2,UNI-EXP-002-S0355,SCT002-0200,believably,CONTROL,B,lower,2.0,2.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-7BD03C0E2124,UNI-EXP-002-S0356,SCT002-0066,brights,CONTROL,B,lower,2.0,2.0,U,UNCLEAR,AI_A_AI_B_AGREEMENT
EF002-F3A10DBF104B,UNI-EXP-002-S0357,SCT002-0188,bacteriostatic,CONTROL,B,lower,1.0,1.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-1DD1F289E586,UNI-EXP-002-S0358,SCT002-0101,honorific,CONTROL,H,lower,1.0,1.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-EA72B6E2C977,UNI-EXP-002-S0359,SCT002-0286,clothier,CONTROL,C,lower,4.0,2.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-B696F0B6FA86,UNI-EXP-002-S0360,SCT002-0324,dihedral,CONTROL,D,lower,1.0,1.0,U,UNCLEAR,AI_A_AI_B_AGREEMENT
